booking_id,passenger_id,flight_id,booking_date,status,is_confirmed
B1386,P1766,AI161,2026-03-12 11:37:36.951,CANCELLED,False
B1387,P1453,SJ208,2025-07-23 11:37:36.951,PENDING,False
B1388,P1885,6F038,2025-09-23 11:37:36.951,UNKNOWN,False
B1389,P1566,6F085,2026-02-22 11:37:36.951,UNKNOWN,False
B1390,P1834,SJ028,2026-03-09 11:37:36.951,CANCELLED,False
B1391,P1396,SJ084,2025-11-26 11:37:36.951,CONFIRMED,True
B1392,P1514,AI139,2026-03-27 11:37:36.951,CONFIRMED,True
B1393,P1025,UK179,2026-04-06 11:37:36.951,PENDING,False
B1394,P1312,6F256,2025-07-23 11:37:36.951,PENDING,False
B1395,P1125,UK023,2026-02-10 11:37:36.951,UNKNOWN,False
B1396,P1407,AI039,2025-08-03 11:37:36.951,UNKNOWN,False
B1397,P1564,UK190,2026-02-05 11:37:36.951,CANCELLED,False
B1398,P1197,6F224,2026-02-04 11:37:36.951,PENDING,False
B1399,P1810,UK221,2025-05-31 11:37:36.951,PENDING,False
B1400,P1187,SJ107,2026-04-02 11:37:36.951,CANCELLED,False
B1401,P1697,UK155,2025-04-20 11:37:36.951,UNKNOWN,False
B1402,P1816,UK183,2026-03-21 11:37:36.951,CANCELLED,False
B1403,P1809,SJ203,2025-05-08 11:37:36.951,PENDING,False
B1404,P1715,6F253,2026-03-07 11:37:36.951,UNKNOWN,False
B1405,P1483,AI100,2025-08-26 11:37:36.951,PENDING,False
B1406,P1449,6F140,2025-06-24 11:37:36.951,CONFIRMED,True
B1407,P1522,UK048,2025-08-26 11:37:36.951,CONFIRMED,True
B1408,P1870,SJ204,2025-07-29 11:37:36.951,CONFIRMED,True
B1409,P1353,UK105,2026-03-24 11:37:36.951,CONFIRMED,True
B1410,P1985,AI098,2026-04-13 11:37:36.951,CONFIRMED,True
B1411,P1657,6F013,2025-10-12 11:37:36.951,CANCELLED,False
B1412,P1596,6F128,2025-11-18 11:37:36.951,CANCELLED,False
B1413,P1099,SJ038,2025-10-05 11:37:36.951,UNKNOWN,False
B1414,P1615,SJ182,2026-01-07 11:37:36.951,CONFIRMED,True
B1415,P1947,6F199,2026-03-22 11:37:36.951,PENDING,False
B1416,P1557,SJ187,2025-08-17 11:37:36.951,CANCELLED,False
B1417,P1555,AI182,2025-08-18 11:37:36.951,PENDING,False
B1418,P1277,SJ027,2025-05-04 11:37:36.951,PENDING,False
B1419,P1692,SJ062,2026-01-20 11:37:36.951,CONFIRMED,True
B1420,P1698,SJ161,2026-02-24 11:37:36.951,CONFIRMED,True
B1421,P1989,UK058,2025-10-03 11:37:36.951,UNKNOWN,False
B1422,P1625,AI181,2026-01-04 11:37:36.951,CANCELLED,False
B1423,P1490,AI003,2025-06-12 11:37:36.951,CONFIRMED,True
B1424,P1254,6F150,2025-11-05 11:37:36.951,CANCELLED,False
B1425,P1380,SJ175,2025-06-28 11:37:36.951,CANCELLED,False
B1426,P1891,6F041,2025-12-15 11:37:36.951,CANCELLED,False
B1427,P1541,SJ040,2026-04-15 11:37:36.951,CANCELLED,False
B1428,P1263,6F020,2025-06-17 11:37:36.951,CONFIRMED,True
B1429,P1609,AI248,2025-05-08 11:37:36.951,CANCELLED,False
B1430,P1824,SJ016,2026-02-08 11:37:36.951,CONFIRMED,True
B1431,P1878,UK204,2025-11-21 11:37:36.951,CONFIRMED,True
B1432,P1328,6F211,2025-09-02 11:37:36.951,CANCELLED,False
B1433,P1114,SJ166,2025-05-07 11:37:36.951,CONFIRMED,True
B1434,P1275,AI036,2025-10-19 11:37:36.951,PENDING,False
B1435,P1487,SJ215,2025-09-18 11:37:36.951,CONFIRMED,True
B1436,P1280,AI076,2026-01-05 11:37:36.951,CONFIRMED,True
B1437,P1274,SJ012,2025-11-28 11:37:36.951,CANCELLED,False
B1438,P1772,AI073,2026-04-01 11:37:36.951,UNKNOWN,False
B1439,P1842,SJ173,2025-11-09 11:37:36.951,CONFIRMED,True
B1440,P1718,AI193,2026-03-09 11:37:36.951,CANCELLED,False
B1441,P1895,SJ131,2025-09-22 11:37:36.951,UNKNOWN,False
B1442,P1327,AI225,2025-06-02 11:37:36.951,PENDING,False
B1443,P1210,AI190,2025-10-09 11:37:36.951,CANCELLED,False
B1444,P1726,SJ238,2025-12-25 11:37:36.951,CONFIRMED,True
B1445,P1922,6F005,2025-12-21 11:37:36.951,PENDING,False
B1446,P1551,UK136,2025-09-25 11:37:36.951,PENDING,False
B1447,P1991,SJ063,2025-05-21 11:37:36.951,CONFIRMED,True
B1448,P1025,6F175,2025-11-21 11:37:36.951,CANCELLED,False
B1449,P1026,AI037,2025-05-23 11:37:36.951,PENDING,False
B1450,P1701,UK225,2025-11-11 11:37:36.951,CONFIRMED,True
B1451,P1082,AI141,2025-05-20 11:37:36.951,CONFIRMED,True
B1452,P1895,6F172,2026-01-26 11:37:36.951,PENDING,False
B1453,P1945,6F219,2026-02-07 11:37:36.951,CANCELLED,False
B1454,P1681,AI045,2025-08-16 11:37:36.951,PENDING,False
B1455,P1412,AI198,2026-04-12 11:37:36.951,CONFIRMED,True
B1456,P1166,AI120,2025-04-24 11:37:36.951,PENDING,False
B1457,P1699,6F134,2025-06-11 11:37:36.951,CANCELLED,False
B1458,P1168,UK102,2025-11-19 11:37:36.951,CONFIRMED,True
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,False
B1460,P1978,6F235,2025-10-01 11:37:36.951,PENDING,False
B1461,P1228,UK065,2025-10-14 11:37:36.951,PENDING,False
B1462,P1978,6F135,2025-12-03 11:37:36.951,CANCELLED,False
B1463,P1608,SJ148,2026-02-10 11:37:36.951,PENDING,False
B1464,P1366,AI083,2026-03-07 11:37:36.951,CANCELLED,False
B1465,P1527,UK024,2025-07-02 11:37:36.951,PENDING,False
B1466,P1790,UK220,2025-04-27 11:37:36.951,CANCELLED,False
B1467,P1646,UK115,2025-04-30 11:37:36.951,CANCELLED,False
B1468,P1537,AI255,2025-07-16 11:37:36.951,CONFIRMED,True
B1469,P1863,6F001,2025-12-25 11:37:36.951,CONFIRMED,True
B1470,P1523,6F132,2025-05-27 11:37:36.951,CANCELLED,False
B1471,P1071,UK184,2026-03-28 11:37:36.951,PENDING,False
B1472,P1644,6F098,2025-06-06 11:37:36.951,PENDING,False
B1473,P1105,SJ168,2025-07-19 11:37:36.951,PENDING,False
B1474,P1731,SJ178,2025-07-28 11:37:36.951,CANCELLED,False
B1475,P1884,UK111,2026-03-07 11:37:36.951,CANCELLED,False
B1476,P1964,SJ051,2026-02-27 11:37:36.951,CANCELLED,False
B1477,P1688,SJ193,2025-07-06 11:37:36.951,CANCELLED,False
B1478,P1281,SJ039,2026-02-24 11:37:36.951,CONFIRMED,True
B1479,P1132,UK066,2025-12-17 11:37:36.951,CANCELLED,False
B1480,P1533,SJ050,2026-03-14 11:37:36.951,PENDING,False
B1481,P1974,6F052,2025-06-11 11:37:36.951,CONFIRMED,True
B1482,P1268,SJ170,2025-08-29 11:37:36.951,PENDING,False
B1483,P1411,SJ119,2025-06-09 11:37:36.951,UNKNOWN,False
B1484,P1672,AI219,2025-05-07 11:37:36.951,CONFIRMED,True
B1485,P1618,6F220,2025-07-05 11:37:36.951,CANCELLED,False
B1486,P1790,AI207,2025-05-04 11:37:36.951,CONFIRMED,True
B1487,P1864,6F024,2026-01-26 11:37:36.951,PENDING,False
B1488,P1746,SJ073,2025-05-04 11:37:36.951,CANCELLED,False
B1489,P1017,SJ201,2025-07-08 11:37:36.951,CANCELLED,False
B1490,P1753,AI180,2026-03-10 11:37:36.951,CONFIRMED,True
B1491,P1116,UK022,2025-07-16 11:37:36.951,CONFIRMED,True
B1492,P1797,AI202,2026-03-27 11:37:36.951,CANCELLED,False
B1493,P1793,6F212,2025-06-01 11:37:36.952,CONFIRMED,True
B1494,P1143,6F163,2025-06-09 11:37:36.952,CANCELLED,False
B1495,P1716,UK028,2025-10-15 11:37:36.952,CONFIRMED,True
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,False
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,True
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,False
B1499,P1687,AI033,2025-06-17 11:37:36.952,UNKNOWN,False
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,True
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,False
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,True
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,True
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,False
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,True
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,False
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,False
B1508,P1677,AI023,2025-07-31 11:37:36.952,UNKNOWN,False
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,False
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,False
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,False
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,False
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,True
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,False
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,False
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,False
B1517,P1784,6F221,2026-01-16 11:37:36.952,UNKNOWN,False
B1518,P1758,SJ147,2026-03-20 11:37:36.952,UNKNOWN,False
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,False
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,True
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,False
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,True
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,False
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,False
B1525,P1245,AI254,2025-05-29 11:37:36.952,UNKNOWN,False
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,True
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,False
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,False
B1529,P1651,6F066,2025-04-30 11:37:36.952,UNKNOWN,False
B1530,P1098,UK095,2025-12-08 11:37:36.952,UNKNOWN,False
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,False
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,False
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,False
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,True
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,False
B1536,P1454,AI002,2025-06-01 11:37:36.952,UNKNOWN,False
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,True
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,False
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,True
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,False
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,True
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,False
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,False
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,False
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,False
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,False
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,False
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,True
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,True
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,True
B1551,P1920,6F104,2025-11-14 11:37:36.952,UNKNOWN,False
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,False
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,True
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,False
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,True
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,False
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,False
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,False
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,True
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,True
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,False
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,True
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,False
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,False
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,False
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,True
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,False
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,True
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,False
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,False
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,True
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,True
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,False
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,False
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,False
B1576,P1650,SJ032,2025-10-20 11:37:36.952,UNKNOWN,False
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,True
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,False
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,True
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,True
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,True
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,False
B1583,P1603,SJ072,2026-02-22 11:37:36.952,UNKNOWN,False
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,False
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,False
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,False
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,False
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,True
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,False
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,True
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,False
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,True
B1593,P1719,6F087,2025-09-24 11:37:36.952,UNKNOWN,False
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,True
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,False
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,True
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,True
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,True
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,False
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,False
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,False
B1602,P1173,6F042,2025-07-07 11:37:36.952,UNKNOWN,False
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,False
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,False
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,False
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,True
B1607,P1827,AI101,2026-02-02 11:37:36.952,UNKNOWN,False
B1608,P1350,SJ110,2025-06-28 11:37:36.952,CANCELLED,False
B1609,P1553,SJ042,2025-10-21 11:37:36.952,CANCELLED,False
B1610,P1298,6F145,2025-10-13 11:37:36.952,CONFIRMED,True
B1611,P1719,UK029,2026-01-05 11:37:36.952,CANCELLED,False
B1612,P1841,SJ200,2025-04-18 11:37:36.952,CANCELLED,False
B1613,P1944,SJ209,2026-01-29 11:37:36.952,CONFIRMED,True
B1614,P1191,AI116,2025-05-11 11:37:36.952,UNKNOWN,False
B1615,P1671,6F117,2025-05-23 11:37:36.952,CANCELLED,False
B1616,P1063,SJ181,2025-12-23 11:37:36.952,PENDING,False
B1617,P1754,AI070,2025-05-10 11:37:36.952,UNKNOWN,False
B1618,P1769,AI070,2026-01-19 11:37:36.952,CONFIRMED,True
B1619,P1663,UK042,2026-02-05 11:37:36.952,PENDING,False
B1620,P1214,AI169,2026-02-24 11:37:36.952,PENDING,False
B1621,P1833,6F021,2025-12-21 11:37:36.952,PENDING,False
B1622,P1165,SJ046,2025-06-23 11:37:36.952,PENDING,False
B1623,P1542,AI211,2025-08-17 11:37:36.952,CANCELLED,False
B1624,P1882,SJ091,2025-12-20 11:37:36.952,CANCELLED,False
B1625,P1231,AI123,2026-04-05 11:37:36.952,PENDING,False
B1626,P1793,6F053,2025-04-17 11:37:36.952,CANCELLED,False
B1627,P1540,UK012,2026-01-09 11:37:36.952,PENDING,False
B1628,P1194,6F023,2025-11-25 11:37:36.952,PENDING,False
B1629,P1505,AI250,2026-01-02 11:37:36.952,CONFIRMED,True
B1630,P1333,AI238,2026-04-07 11:37:36.952,PENDING,False
B1631,P1767,UK096,2026-02-17 11:37:36.952,CANCELLED,False
B1632,P1792,UK126,2026-03-30 11:37:36.952,PENDING,False
B1633,P1303,SJ195,2025-08-30 11:37:36.952,CONFIRMED,True
B1634,P1832,SJ171,2025-12-25 11:37:36.952,CANCELLED,False
B1635,P1436,AI136,2025-08-14 11:37:36.952,UNKNOWN,False
B1636,P1322,SJ192,2025-05-27 11:37:36.952,CONFIRMED,True
B1637,P1501,6F035,2025-12-01 11:37:36.952,PENDING,False
B1638,P1857,UK088,2026-02-23 11:37:36.952,CONFIRMED,True
B1639,P1913,6F009,2025-09-14 11:37:36.952,CONFIRMED,True
B1640,P1392,6F004,2026-01-28 11:37:36.952,CANCELLED,False
B1641,P1805,UK122,2026-03-27 11:37:36.952,UNKNOWN,False
B1642,P1598,AI251,2026-02-15 11:37:36.952,PENDING,False
B1643,P1148,AI027,2026-02-04 11:37:36.952,PENDING,False
B1644,P1760,SJ165,2025-10-20 11:37:36.952,PENDING,False
B1645,P1832,UK081,2025-08-16 11:37:36.952,CONFIRMED,True
B1646,P1404,UK191,2025-09-27 11:37:36.952,CANCELLED,False
B1647,P1282,SJ188,2025-11-06 11:37:36.952,PENDING,False
B1648,P1361,6F016,2025-08-09 11:37:36.952,CONFIRMED,True
B1649,P1378,6F064,2026-04-05 11:37:36.952,PENDING,False
B1650,P1197,SJ105,2026-04-03 11:37:36.952,UNKNOWN,False
B1651,P1555,SJ054,2025-09-09 11:37:36.952,CANCELLED,False
B1652,P1355,6F197,2025-12-19 11:37:36.952,PENDING,False
B1653,P1539,AI040,2026-03-26 11:37:36.952,CANCELLED,False
B1654,P1428,AI131,2025-08-14 11:37:36.952,UNKNOWN,False
B1655,P1016,6F141,2025-10-09 11:37:36.952,PENDING,False
B1656,P1638,UK035,2025-05-12 11:37:36.952,CONFIRMED,True
B1657,P1378,AI005,2025-08-28 11:37:36.952,CONFIRMED,True
B1658,P1679,AI001,2025-06-22 11:37:36.952,CONFIRMED,True
B1659,P1505,UK211,2026-01-17 11:37:36.952,PENDING,False
B1660,P1755,SJ189,2026-04-04 11:37:36.952,CANCELLED,False
B1661,P1898,UK006,2025-04-21 11:37:36.952,PENDING,False
B1662,P1075,6F189,2025-10-13 11:37:36.952,CONFIRMED,True
B1663,P1230,AI133,2025-05-16 11:37:36.952,CANCELLED,False
B1664,P1715,SJ216,2025-11-08 11:37:36.952,CONFIRMED,True
B1665,P1961,SJ133,2026-03-04 11:37:36.952,CANCELLED,False
B1666,P1247,UK082,2026-03-05 11:37:36.952,PENDING,False
B1667,P1301,6F136,2026-02-16 11:37:36.952,CANCELLED,False
B1668,P1725,6F039,2025-04-30 11:37:36.952,PENDING,False
B1669,P1214,AI011,2025-06-16 11:37:36.952,CONFIRMED,True
B1670,P1157,SJ225,2025-05-12 11:37:36.952,CANCELLED,False
B1671,P1068,SJ024,2025-07-08 11:37:36.952,CONFIRMED,True
B1672,P1392,AI109,2025-08-01 11:37:36.952,CANCELLED,False
B1673,P1084,AI147,2025-06-12 11:37:36.952,UNKNOWN,False
B1674,P1266,UK057,2025-11-03 11:37:36.952,CANCELLED,False
B1675,P1068,6F111,2025-08-01 11:37:36.952,CANCELLED,False
B1676,P1610,AI197,2026-04-14 11:37:36.952,PENDING,False
B1677,P1346,UK127,2026-01-31 11:37:36.952,PENDING,False
B1678,P1961,6F240,2025-12-31 11:37:36.952,PENDING,False
B1679,P1727,6F257,2025-08-17 11:37:36.952,CANCELLED,False
B1680,P1926,AI253,2026-03-19 11:37:36.952,UNKNOWN,False
B1681,P1672,SJ135,2026-04-02 11:37:36.952,CANCELLED,False
B1682,P1422,UK112,2025-07-10 11:37:36.952,CANCELLED,False
B1683,P1605,AI050,2025-08-07 11:37:36.952,CONFIRMED,True
B1684,P1173,UK060,2025-11-18 11:37:36.952,PENDING,False
B1685,P1676,SJ183,2025-05-15 11:37:36.952,CANCELLED,False
B1686,P1114,UK138,2025-11-17 11:37:36.952,CONFIRMED,True
B1687,P1219,SJ071,2025-10-12 11:37:36.952,PENDING,False
B1688,P1955,AI057,2025-06-14 11:37:36.952,PENDING,False
B1689,P1030,SJ151,2025-07-10 11:37:36.952,CANCELLED,False
B1690,P1522,SJ144,2025-06-28 11:37:36.952,PENDING,False
B1691,P1342,SJ087,2026-01-23 11:37:36.952,PENDING,False
B1692,P1376,SJ066,2026-04-02 11:37:36.952,CONFIRMED,True
B1693,P1129,AI247,2026-01-02 11:37:36.952,CONFIRMED,True
B1694,P1999,SJ102,2026-04-01 11:37:36.952,PENDING,False
B1695,P1616,6F252,2026-04-13 11:37:36.952,CONFIRMED,True
B1696,P1538,6F055,2025-11-28 11:37:36.952,PENDING,False
B1697,P1738,AI204,2025-11-12 11:37:36.952,CANCELLED,False
B1698,P1001,AI016,2026-02-02 11:37:36.952,CONFIRMED,True
B1699,P1870,AI209,2025-12-11 11:37:36.952,PENDING,False
B1700,P1100,SJ211,2026-01-04 11:37:36.952,PENDING,False
B1701,P1532,6F103,2025-10-16 11:37:36.952,CONFIRMED,True
B1702,P1057,UK182,2025-04-22 11:37:36.952,CONFIRMED,True
B1703,P1388,6F264,2025-12-25 11:37:36.952,CANCELLED,False
B1704,P1691,6F027,2025-07-23 11:37:36.952,PENDING,False
B1705,P1940,UK198,2026-01-31 11:37:36.952,CANCELLED,False
B1706,P1340,6F171,2025-09-07 11:37:36.952,CANCELLED,False
B1707,P1860,AI004,2025-07-05 11:37:36.952,CANCELLED,False
B1708,P1019,6F157,2025-11-22 11:37:36.952,CONFIRMED,True
B1709,P1254,AI018,2025-10-03 11:37:36.952,CANCELLED,False
B1710,P1316,UK098,2025-08-05 11:37:36.952,CONFIRMED,True
B1711,P1037,6F167,2026-01-29 11:37:36.952,UNKNOWN,False
B1712,P1659,AI228,2025-09-06 11:37:36.952,CANCELLED,False
B1713,P1536,SJ242,2025-08-31 11:37:36.952,CANCELLED,False
B1714,P1385,6F227,2025-12-11 11:37:36.952,PENDING,False
B1715,P1632,6F037,2025-08-27 11:37:36.952,CANCELLED,False
B1716,P1927,6F107,2025-12-22 11:37:36.952,PENDING,False
B1717,P1025,SJ125,2025-11-06 11:37:36.952,CANCELLED,False
B1718,P1453,UK117,2025-06-17 11:37:36.952,CANCELLED,False
B1719,P1680,6F192,2025-11-12 11:37:36.952,CANCELLED,False
B1720,P1322,AI201,2025-11-27 11:37:36.952,CANCELLED,False
B1721,P1736,SJ126,2026-03-25 11:37:36.952,PENDING,False
B1722,P1512,AI177,2026-02-10 11:37:36.952,PENDING,False
B1723,P1818,AI092,2025-12-23 11:37:36.952,CANCELLED,False
B1724,P1772,6F076,2025-10-10 11:37:36.952,CANCELLED,False
B1725,P1012,AI185,2025-04-29 11:37:36.952,PENDING,False
B1726,P1914,AI055,2025-05-14 11:37:36.952,CONFIRMED,True
B1727,P1907,6F222,2026-03-15 11:37:36.952,CONFIRMED,True
B1728,P1559,AI090,2025-12-12 11:37:36.952,CONFIRMED,True
B1729,P1920,AI183,2025-06-03 11:37:36.952,PENDING,False
B1730,P1824,AI041,2025-04-29 11:37:36.952,PENDING,False
B1731,P1370,6F210,2025-07-12 11:37:36.952,CONFIRMED,True
B1732,P1290,AI170,2026-01-15 11:37:36.952,CONFIRMED,True
B1733,P1331,SJ008,2026-04-16 11:37:36.952,CANCELLED,False
B1734,P1605,AI049,2025-09-29 11:37:36.952,PENDING,False
B1735,P1260,SJ132,2025-05-12 11:37:36.952,PENDING,False
B1736,P1993,SJ224,2026-01-26 11:37:36.952,CONFIRMED,True
B1737,P1789,UK038,2025-06-11 11:37:36.952,CONFIRMED,True
B1738,P1870,SJ220,2025-08-14 11:37:36.952,PENDING,False
B1739,P1204,6F124,2025-06-29 11:37:36.952,CANCELLED,False
B1740,P1696,SJ164,2025-11-16 11:37:36.952,CONFIRMED,True
B1741,P1686,AI026,2025-05-18 11:37:36.952,PENDING,False
B1742,P1949,6F144,2025-09-14 11:37:36.952,PENDING,False
B1743,P1386,6F137,2025-11-21 11:37:36.952,UNKNOWN,False
B1744,P1891,UK139,2025-09-05 11:37:36.952,CANCELLED,False
B1745,P1820,UK139,2025-05-20 11:37:36.952,CONFIRMED,True
B1746,P1467,SJ140,2025-08-31 11:37:36.952,CONFIRMED,True
B1747,P1414,6F131,2025-04-20 11:37:36.952,CONFIRMED,True
B1748,P1068,UK128,2025-11-15 11:37:36.952,PENDING,False
B1749,P1471,SJ219,2026-02-19 11:37:36.952,CONFIRMED,True
B1750,P1103,SJ159,2025-09-21 11:37:36.952,PENDING,False
B1751,P1757,UK192,2025-09-19 11:37:36.952,CONFIRMED,True
B1752,P1160,AI014,2025-08-13 11:37:36.952,CANCELLED,False
B1753,P1199,SJ152,2025-08-08 11:37:36.952,CANCELLED,False
B1754,P1215,SJ060,2026-02-11 11:37:36.952,PENDING,False
B1755,P1945,AI127,2026-02-17 11:37:36.952,CANCELLED,False
B1756,P1211,SJ096,2026-01-27 11:37:36.952,PENDING,False
B1757,P1507,AI215,2025-04-24 11:37:36.952,PENDING,False
B1758,P1015,UK009,2026-02-28 11:37:36.952,CANCELLED,False
B1759,P1497,AI171,2025-10-26 11:37:36.952,PENDING,False
B1760,P1883,UK151,2026-01-14 11:37:36.952,CANCELLED,False
B1761,P1331,AI099,2025-05-22 11:37:36.952,CONFIRMED,True
B1762,P1716,UK050,2025-06-04 11:37:36.952,CONFIRMED,True
B1763,P1876,UK092,2025-10-06 11:37:36.952,CANCELLED,False
B1764,P1550,SJ058,2025-06-20 11:37:36.952,CANCELLED,False
B1765,P1600,SJ090,2025-12-21 11:37:36.952,CANCELLED,False
B1766,P1941,6F173,2025-09-07 11:37:36.952,CANCELLED,False
B1767,P1255,AI186,2025-11-19 11:37:36.952,CONFIRMED,True
B1768,P1991,AI130,2026-03-23 11:37:36.952,PENDING,False
B1769,P1765,SJ111,2025-11-23 11:37:36.952,UNKNOWN,False
B1770,P1727,6F203,2025-08-04 11:37:36.952,CONFIRMED,True
B1771,P1879,6F138,2025-05-24 11:37:36.952,PENDING,False
B1772,P1814,6F109,2025-08-29 11:37:36.952,UNKNOWN,False
