booking_id,passenger_id,flight_id,booking_date,status,is_confirmed,airline,source,destination,route,departure_time,arrival_time,duration_minutes,overnight_flight,flight_record_status,flight_match_status,payment_amount,payment_rows,passenger_key,age_band,gender
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,True,SpiceJet,BOM,MAA,BOM-MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,VALID,VALID,24257.1,1,bb36064338c667e5,55+,F
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,False,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,VALID,VALID,0.0,0,0f1a22c91d0f0def,55+,F
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,False,Vistara,DEL,CCU,DEL-CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,VALID,VALID,0.0,0,f6b417a876311203,0-17,M
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,False,UNKNOWN,DEL,BLR,DEL-BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,VALID,VALID,20695.94,3,7da056615e9de440,0-17,M
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,False,UNKNOWN,CCU,BLR,CCU-BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,VALID,VALID,13282.4,1,7da056615e9de440,0-17,M
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,True,Air India,MAA,DEL,MAA-DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,VALID,VALID,20264.8,2,1fa22c4b51a16d10,35-54,M
B1237,P1754,AI047,2025-11-16 11:37:36.951,UNKNOWN,False,Unknown,CCU,MAA,CCU-MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,VALID,VALID,0.0,0,c8825a62bdff38dd,18-34,M
B1238,P1296,SJ186,2025-10-20 11:37:36.951,UNKNOWN,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,VALID,VALID,0.0,0,05eea77c075ff732,0-17,F
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,False,Air India,CCU,BLR,CCU-BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,VALID,VALID,0.0,0,022b671b6c1a787f,18-34,F
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,True,Vistara,CCU,BLR,CCU-BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,VALID,VALID,20529.98,3,5c67efc01eb595f2,18-34,M
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,True,Vistara,CCU,BOM,CCU-BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,VALID,VALID,8118.1,2,af73e26b43f653fd,55+,F
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,False,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,VALID,VALID,0.0,0,266db57c2806a8da,55+,F
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,False,Air India,BOM,HYD,BOM-HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,VALID,VALID,0.0,0,ae639e6b01fba028,0-17,M
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,True,Vistara,HYD,DEL,HYD-DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,VALID,VALID,22090.26,2,7ae0a3e744a2bd37,18-34,F
B1245,P1139,6F201,2026-04-17 11:37:36.951,UNKNOWN,False,IndiGo,CCU,BOM,CCU-BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,VALID,VALID,0.0,0,ddb723773923fb83,0-17,F
B1246,P1540,6F230,2026-04-09 11:37:36.951,CONFIRMED,True,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,VALID,VALID,12076.57,2,7f7a4a05ac7584dc,18-34,F
B1247,P1390,SJ138,2025-08-13 11:37:36.951,CANCELLED,False,Unknown,BLR,BOM,BLR-BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,VALID,VALID,0.0,0,081a2b17323ae201,55+,F
B1248,P1269,AI246,2026-03-04 11:37:36.951,PENDING,False,Air India,BOM,BLR,BOM-BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,VALID,VALID,12369.41,2,bfbd09d804a4325c,18-34,M
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,VALID,VALID,0.0,0,255778825079acb5,35-54,M
B1250,P1011,6F031,2026-01-28 11:37:36.951,CANCELLED,False,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,VALID,VALID,0.0,0,c778c14fe604ebd8,0-17,M
B1251,P1866,UK015,2025-08-30 11:37:36.951,PENDING,False,Vistara,BLR,BOM,BLR-BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,VALID,VALID,12985.73,3,075f6dd5d6befe2e,55+,F
B1252,P1388,UK001,2025-04-21 11:37:36.951,CANCELLED,False,Vistara,CCU,DEL,CCU-DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,VALID,VALID,0.0,0,37b790ac45eacb4d,55+,M
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,VALID,VALID,0.0,0,925ec241dafb2b93,18-34,M
B1254,P1505,6F143,2025-07-22 11:37:36.951,CANCELLED,False,IndiGo,CCU,DEL,CCU-DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,VALID,VALID,0.0,0,b3b2bddc4a1da019,55+,F
B1255,P1105,UK165,2025-09-22 11:37:36.951,CANCELLED,False,Vistara,DEL,BLR,DEL-BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,VALID,VALID,0.0,0,10d6d6ecb2a19a22,55+,F
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,False,IndiGo,BLR,DEL,BLR-DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,VALID,VALID,0.0,0,93847cd98056474b,55+,M
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,False,Air India,DEL,CCU,DEL-CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,VALID,VALID,0.0,0,af515aa38deed73c,35-54,M
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,False,Air India,DEL,BLR,DEL-BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,VALID,VALID,0.0,0,10001017dbdb645c,55+,F
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,False,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,VALID,VALID,0.0,0,b884baa483ed6346,18-34,M
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,False,Air India,CCU,DEL,CCU-DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,VALID,VALID,0.0,0,2160872f2e614a13,35-54,M
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,True,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,VALID,VALID,9827.36,3,a2e1a6df1b20d757,35-54,F
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,True,SpiceJet,CCU,BOM,CCU-BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,VALID,VALID,6165.18,3,2b4d0c8fdf599c05,18-34,F
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,False,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,VALID,VALID,0.0,0,29b50a0cf1005354,0-17,M
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,True,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,VALID,VALID,6641.7,3,20e09fcd1bcdf6ad,55+,F
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,False,Vistara,BLR,HYD,BLR-HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,False,VALID,VALID,9263.84,1,b24576ecd2ed6403,0-17,M
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,True,Vistara,HYD,CCU,HYD-CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,False,VALID,VALID,6379.49,1,ae811a447c699265,18-34,F
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,VALID,VALID,0.0,0,8249f45e7acc37f4,55+,F
B1268,P1657,AI102,2026-01-16 11:37:36.951,UNKNOWN,False,Air India,CCU,BLR,CCU-BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,VALID,VALID,0.0,0,ae37fa4a6e4efefd,0-17,F
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,True,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,VALID,VALID,4218.7,1,79d3e921288b3e1e,55+,M
B1270,P1573,SJ017,2025-06-02 11:37:36.951,UNKNOWN,False,SpiceJet,DEL,MAA,DEL-MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,VALID,VALID,0.0,0,dc3fb38aab9df1c8,35-54,F
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,False,IndiGo,MAA,BOM,MAA-BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,VALID,VALID,4174.4,1,afd81ec419f86cb4,18-34,M
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,False,Air India,BOM,BLR,BOM-BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,False,VALID,VALID,16005.16,1,323969a7963eafc6,55+,F
B1273,P1892,AI150,2025-06-05 11:37:36.951,UNKNOWN,False,Air India,BOM,DEL,BOM-DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,VALID,VALID,0.0,0,cd605f21ec12328c,55+,F
B1274,P1113,UK008,2025-10-15 11:37:36.951,PENDING,False,Vistara,CCU,BLR,CCU-BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,False,VALID,VALID,11659.87,3,c30107be7574bf25,35-54,F
B1275,P1461,6F166,2025-07-11 11:37:36.951,PENDING,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,VALID,VALID,9995.8,3,533f7e3d8910c50b,0-17,M
B1276,P1920,6F177,2025-07-15 11:37:36.951,CONFIRMED,True,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,VALID,VALID,14099.58,2,b80f0792f54b48b7,35-54,F
B1277,P1142,AI196,2026-01-19 11:37:36.951,PENDING,False,Air India,MAA,HYD,MAA-HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,VALID,VALID,22250.11,1,51a7fa0dd59bfd6d,35-54,F
B1278,P1389,SJ191,2025-08-09 11:37:36.951,CONFIRMED,True,SpiceJet,BLR,BOM,BLR-BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,VALID,VALID,21724.9,3,6ca38ffc450ae622,55+,M
B1279,P1631,6F019,2025-05-10 11:37:36.951,UNKNOWN,False,IndiGo,BLR,BOM,BLR-BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,VALID,VALID,0.0,0,d5169308ce3fd20e,35-54,F
B1280,P1681,AI226,2026-04-12 11:37:36.951,CONFIRMED,True,Unknown,BLR,HYD,BLR-HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,VALID,VALID,6992.97,3,ab64cb415612e62b,0-17,M
B1281,P1156,SJ207,2026-01-21 11:37:36.951,CANCELLED,False,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,VALID,VALID,0.0,0,ed8e122bd68a5698,18-34,M
B1282,P1334,AI009,2025-12-30 11:37:36.951,CANCELLED,False,Unknown,DEL,CCU,DEL-CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,VALID,VALID,0.0,0,c9ed8557564494bb,18-34,M
B1283,P1860,AI103,2025-05-08 11:37:36.951,UNKNOWN,False,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,VALID,VALID,0.0,0,19298fd58334c257,35-54,M
B1284,P1259,SJ127,2026-02-22 11:37:36.951,CANCELLED,False,SpiceJet,BOM,DEL,BOM-DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,VALID,VALID,0.0,0,b11b2b07b8e9e629,35-54,M
B1285,P1081,UK188,2026-03-26 11:37:36.951,CANCELLED,False,Vistara,MAA,BLR,MAA-BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,VALID,VALID,0.0,0,2fa8ad9bc1180c9e,55+,M
B1286,P1753,6F010,2025-09-25 11:37:36.951,UNKNOWN,False,IndiGo,DEL,BLR,DEL-BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,False,VALID,VALID,0.0,0,3637cf9c2a0f3c44,55+,F
B1287,P1440,SJ098,2025-12-13 11:37:36.951,CANCELLED,False,SpiceJet,HYD,MAA,HYD-MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,VALID,VALID,0.0,0,c2f61e9be3d5b855,55+,M
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,VALID,VALID,5236.78,3,9891e403b0f09d3e,0-17,M
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,VALID,VALID,5236.78,3,9891e403b0f09d3e,0-17,M
B1289,P1171,SJ030,2026-03-23 11:37:36.951,PENDING,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,VALID,VALID,21336.09,3,11e7405e976ffe2f,55+,M
B1290,P1230,UK175,2025-07-26 11:37:36.951,CANCELLED,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,False,VALID,VALID,0.0,0,afbe1d334c79478b,18-34,F
B1291,P1719,SJ108,2026-04-01 11:37:36.951,PENDING,False,SpiceJet,BLR,HYD,BLR-HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,VALID,VALID,23346.52,1,4f298002003d87c1,0-17,F
B1292,P1074,6F075,2025-08-03 11:37:36.951,CONFIRMED,True,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,False,VALID,VALID,5180.49,2,066e3f7ad551ebc8,18-34,F
B1293,P1269,UK222,2025-08-31 11:37:36.951,CONFIRMED,True,Vistara,BOM,CCU,BOM-CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,VALID,VALID,21558.65,1,bfbd09d804a4325c,18-34,M
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,False,UNKNOWN,DEL,BLR,DEL-BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,VALID,VALID,0.0,0,459b89f1c1c07e4e,0-17,F
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,False,UNKNOWN,CCU,BLR,CCU-BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,VALID,VALID,0.0,0,459b89f1c1c07e4e,0-17,F
B1295,P1625,AI096,2025-12-29 11:37:36.951,CANCELLED,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,False,VALID,VALID,0.0,0,90b4e732ed7b857b,55+,F
B1296,P1061,AI216,2025-12-23 11:37:36.951,CANCELLED,False,Air India,BOM,CCU,BOM-CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,VALID,VALID,0.0,0,b47b4015cd417df2,55+,M
B1297,P1873,6F193,2026-01-23 11:37:36.951,PENDING,False,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,VALID,VALID,17134.63,3,f0dc16ef2ccee2c0,35-54,M
B1298,P1319,SJ194,2026-01-02 11:37:36.951,PENDING,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,False,VALID,VALID,20137.92,3,f15c5a7ae439f4d0,35-54,M
B1299,P1101,SJ020,2025-09-11 11:37:36.951,CONFIRMED,True,SpiceJet,BLR,BOM,BLR-BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,False,VALID,VALID,5960.15,1,bfaab51e35ad7b3d,55+,F
B1300,P1428,6F070,2025-06-14 11:37:36.951,PENDING,False,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,False,VALID,VALID,14793.5,1,9a5d603fd6eacc40,0-17,M
B1301,P1873,AI051,2025-09-03 11:37:36.951,CONFIRMED,True,Air India,MAA,BLR,MAA-BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,VALID,VALID,14312.9,1,f0dc16ef2ccee2c0,35-54,M
B1302,P1721,UK219,2025-12-27 11:37:36.951,PENDING,False,Vistara,BOM,HYD,BOM-HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,False,VALID,VALID,21866.59,1,92929313a7506963,35-54,M
B1303,P1953,AI235,2025-12-13 11:37:36.951,CONFIRMED,True,Air India,BLR,HYD,BLR-HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,False,VALID,VALID,13181.59,2,bb36064338c667e5,55+,F
B1304,P1254,6F022,2025-12-13 11:37:36.951,UNKNOWN,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,False,VALID,VALID,0.0,0,54880709cf829c2d,0-17,F
B1305,P1531,SJ114,2025-09-28 11:37:36.951,PENDING,False,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,False,VALID,VALID,17070.39,1,061cbc880123b920,55+,M
B1306,P1569,SJ076,2025-12-01 11:37:36.951,CONFIRMED,True,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,False,VALID,VALID,8862.19,2,584be399b93f9a94,0-17,M
B1307,P1111,UK227,2026-01-26 11:37:36.951,PENDING,False,Vistara,BOM,HYD,BOM-HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,False,VALID,VALID,6074.91,1,ee3da88980fa26db,18-34,F
B1308,P1984,UK135,2025-07-22 11:37:36.951,CANCELLED,False,Vistara,HYD,DEL,HYD-DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,False,VALID,VALID,0.0,0,15fd27eb5581a447,55+,F
B1309,P1312,AI234,2025-05-06 11:37:36.951,CONFIRMED,True,Air India,BOM,MAA,BOM-MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,False,VALID,VALID,12171.57,1,37f70e517d13b58c,18-34,F
B1310,P1997,6F113,2025-08-20 11:37:36.951,PENDING,False,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,False,VALID,VALID,8116.54,1,b97880ebfd72f0c2,55+,F
B1311,P1460,SJ206,2025-11-16 11:37:36.951,PENDING,False,SpiceJet,DEL,CCU,DEL-CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,False,VALID,VALID,11085.26,2,ebd2de92b9184342,55+,M
B1312,P1707,AI015,2026-03-29 11:37:36.951,UNKNOWN,False,Air India,BLR,CCU,BLR-CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,False,VALID,VALID,0.0,0,fdff1477af852fb0,0-17,M
B1313,P1886,6F260,2025-05-16 11:37:36.951,CANCELLED,False,Unknown,CCU,DEL,CCU-DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,False,VALID,VALID,0.0,0,27473346c866b66d,35-54,M
B1314,P1461,AI061,2025-04-28 11:37:36.951,CONFIRMED,True,Air India,BOM,CCU,BOM-CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,False,VALID,VALID,11348.21,1,533f7e3d8910c50b,0-17,M
B1315,P1864,6F237,2026-03-26 11:37:36.951,PENDING,False,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,False,VALID,VALID,18086.35,1,cbce641144893404,55+,M
B1316,P1091,SJ099,2026-01-06 11:37:36.951,PENDING,False,Unknown,MAA,BLR,MAA-BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,False,VALID,VALID,9531.28,2,a5f805bedc69ac04,55+,F
B1317,P1051,SJ146,2026-02-24 11:37:36.951,CANCELLED,False,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,False,VALID,VALID,0.0,0,c3b65a7f63cdf907,0-17,F
B1318,P1804,SJ146,2025-05-23 11:37:36.951,CANCELLED,False,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,False,VALID,VALID,0.0,0,097d1730f877c5e9,35-54,F
B1319,P1519,6F071,2025-05-04 11:37:36.951,CONFIRMED,True,IndiGo,DEL,CCU,DEL-CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,False,VALID,VALID,13580.03,3,bf219043426100ec,0-17,M
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,False,Unknown,HYD,MAA,HYD-MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,False,VALID,VALID,10223.95,2,1881045f69a737bc,0-17,F
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,False,Unknown,HYD,MAA,HYD-MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,False,VALID,VALID,10223.95,2,1881045f69a737bc,0-17,F
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,False,Unknown,HYD,MAA,HYD-MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,False,VALID,VALID,10223.95,2,1881045f69a737bc,0-17,F
B1321,P1097,SJ029,2026-02-12 11:37:36.951,PENDING,False,UNKNOWN,HYD,DEL,HYD-DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,False,VALID,VALID,14779.57,1,804ac90b07e39e12,55+,M
B1322,P1235,UK084,2025-07-27 11:37:36.951,CONFIRMED,True,Vistara,MAA,DEL,MAA-DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,False,VALID,VALID,21668.33,1,5f7e0863cdbd3370,18-34,F
B1323,P1900,SJ048,2026-02-06 11:37:36.951,CONFIRMED,True,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,False,VALID,VALID,17356.92,1,8889ac1b6cee312d,35-54,F
B1324,P1373,AI108,2026-02-04 11:37:36.951,CANCELLED,False,Air India,BLR,CCU,BLR-CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,False,VALID,VALID,0.0,0,460b5a5ad37a1308,0-17,F
B1325,P1580,SJ134,2025-08-11 11:37:36.951,CANCELLED,False,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,False,VALID,VALID,0.0,0,63e1c2ff2767ca8c,18-34,M
B1326,P1926,UK146,2025-10-31 11:37:36.951,CONFIRMED,True,Vistara,BOM,MAA,BOM-MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,False,VALID,VALID,16924.19,1,5462e26b2c4f6949,55+,M
B1327,P1556,SJ036,2025-09-24 11:37:36.951,CONFIRMED,True,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,VALID,VALID,9339.42,3,d38568db2aa15311,35-54,F
B1328,P1648,6F202,2025-11-01 11:37:36.951,PENDING,False,IndiGo,HYD,BLR,HYD-BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,VALID,VALID,19167.65,2,29b50a0cf1005354,0-17,M
B1329,P1233,UK041,2026-02-13 11:37:36.951,CONFIRMED,True,Vistara,HYD,MAA,HYD-MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,VALID,VALID,7452.9,2,36de8c394ea20850,18-34,M
B1330,P1031,6F078,2025-12-06 11:37:36.951,CONFIRMED,True,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,VALID,VALID,18285.56,2,93847cd98056474b,55+,M
B1331,P1288,AI097,2025-07-03 11:37:36.951,PENDING,False,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,VALID,VALID,21935.82,3,ef8c824a356b9f1c,18-34,M
B1332,P1637,UK159,2026-01-15 11:37:36.951,CONFIRMED,True,Vistara,CCU,BLR,CCU-BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,VALID,VALID,5906.26,1,901b4abcd16372fd,35-54,M
B1333,P1578,UK044,2025-09-06 11:37:36.951,CANCELLED,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,VALID,VALID,0.0,0,4c76b2e19e760c73,55+,M
B1334,P1541,6F176,2025-09-27 11:37:36.951,CANCELLED,False,IndiGo,CCU,DEL,CCU-DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,VALID,VALID,0.0,0,228617b3e082657a,55+,M
B1335,P1113,SJ221,2026-02-11 11:37:36.951,PENDING,False,SpiceJet,MAA,HYD,MAA-HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,VALID,VALID,18965.74,2,c30107be7574bf25,35-54,F
B1336,P1203,6F112,2025-07-03 11:37:36.951,CONFIRMED,True,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,VALID,VALID,4858.85,2,383b01dfc4b4451a,35-54,M
