flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes_raw,overnight_flight,duration_minutes,route,flight_record_status
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,02:13:00,133.0,False,133.0,HYD-BLR,VALID
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,04:11:00,251.0,False,251.0,HYD-DEL,VALID
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,02:27:00,147.0,False,147.0,CCU-DEL,VALID
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,01:17:00,77.0,False,77.0,HYD-CCU,VALID
AI044,UNKNOWN,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,03:33:00,213.0,False,213.0,MAA-BLR,VALID
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,04:30:00,270.0,False,270.0,DEL-BOM,VALID
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,04:07:00,247.0,False,247.0,HYD-BOM,VALID
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,05:00:00,300.0,False,300.0,MAA-CCU,VALID
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,00:35:00,35.0,False,35.0,HYD-DEL,VALID
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,00:36:00,36.0,False,36.0,MAA-BLR,VALID
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,03:14:00,194.0,False,194.0,BLR-BOM,VALID
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,04:21:00,261.0,False,261.0,BOM-CCU,VALID
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,00:48:00,48.0,False,48.0,BOM-DEL,VALID
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,01:15:00,75.0,False,75.0,BOM-HYD,VALID
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,03:47:00,227.0,False,227.0,BOM-CCU,VALID
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,01:00:00.297000,60.0,False,60.0,CCU-BOM,VALID
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,01:18:00,78.0,False,78.0,CCU-MAA,VALID
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,01:37:00,97.0,False,97.0,MAA-BLR,VALID
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,01:48:00,108.0,False,108.0,BLR-BOM,VALID
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,01:11:00,71.0,False,71.0,HYD-CCU,VALID
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,04:23:00,263.0,False,263.0,MAA-CCU,VALID
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,03:11:00,191.0,False,191.0,DEL-BLR,VALID
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,04:46:00,286.0,False,286.0,DEL-BOM,VALID
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,01:01:00,61.0,False,61.0,HYD-MAA,VALID
UK229,UNKNOWN,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,04:17:00,257.0,False,257.0,HYD-DEL,VALID
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,01:17:00,77.0,False,77.0,DEL-MAA,VALID
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,04:14:00,254.0,False,254.0,BOM-BLR,VALID
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,01:49:00,109.0,False,109.0,BOM-MAA,VALID
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,00:36:00,36.0,False,36.0,MAA-DEL,VALID
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,03:24:00,204.0,False,204.0,DEL-BLR,VALID
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,03:51:00,231.0,False,231.0,DEL-BLR,VALID
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,02:41:00,161.0,False,161.0,BLR-BOM,VALID
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,02:57:00,177.0,False,177.0,MAA-BLR,VALID
AI047,Unknown,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,00:47:00,47.0,False,47.0,CCU-MAA,VALID
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,00:55:00,55.0,False,55.0,DEL-CCU,VALID
AI088,UNKNOWN,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,03:36:00,216.0,False,216.0,MAA-DEL,VALID
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,04:29:00,269.0,False,269.0,DEL-HYD,VALID
AI128,Unknown,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,03:56:00,236.0,False,236.0,BOM-CCU,VALID
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,02:57:00,177.0,False,177.0,CCU-DEL,VALID
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,04:33:00,273.0,False,273.0,MAA-BLR,VALID
SJ138,Unknown,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,00:48:00,48.0,False,48.0,BLR-BOM,VALID
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,04:43:00,283.0,False,283.0,DEL-BOM,VALID
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,04:03:00,243.0,False,243.0,BOM-CCU,VALID
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,00:39:00,39.0,False,39.0,BLR-DEL,VALID
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,03:04:00,184.0,False,184.0,MAA-BLR,VALID
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,02:11:00,131.0,False,131.0,CCU-DEL,VALID
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,01:25:00,85.0,False,85.0,CCU-DEL,VALID
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,02:17:00,137.0,False,137.0,CCU-BLR,VALID
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,04:23:00,263.0,False,263.0,BOM-CCU,VALID
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,01:47:00,107.0,False,107.0,BLR-BOM,VALID
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,03:43:00,223.0,False,223.0,DEL-BLR,VALID
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,02:32:00,152.0,False,152.0,CCU-BLR,VALID
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,01:47:00,107.0,False,107.0,MAA-BLR,VALID
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,03:46:00,226.0,False,226.0,BLR-MAA,VALID
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,00:50:00,50.0,False,50.0,HYD-CCU,VALID
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,01:12:00,72.0,False,72.0,BLR-HYD,VALID
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,03:57:00,237.0,False,237.0,MAA-HYD,VALID
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,04:10:00,250.0,False,250.0,BLR-CCU,VALID
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,01:48:00,108.0,False,108.0,DEL-BLR,VALID
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,00:37:00,37.0,False,37.0,CCU-BLR,VALID
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,03:00:00,180.0,False,180.0,HYD-DEL,VALID
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,297.0,False,297.0,DEL-CCU,VALID
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,00:47:00,47.0,False,47.0,BOM-DEL,VALID
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,01:48:00,108.0,False,108.0,CCU-DEL,VALID
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,03:13:00,193.0,False,193.0,CCU-BLR,VALID
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,279.0,False,279.0,BOM-DEL,VALID
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,01:48:00,108.0,False,108.0,BLR-BOM,VALID
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,00:38:00,38.0,False,38.0,BLR-BOM,VALID
6F250,UNKNOWN,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,04:04:00,244.0,False,244.0,DEL-BLR,VALID
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,03:19:00,199.0,False,199.0,BOM-BLR,VALID
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,258.0,False,258.0,BOM-MAA,VALID
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,02:42:00,162.0,False,162.0,DEL-CCU,VALID
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,228.0,False,228.0,CCU-BOM,VALID
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,286.0,False,286.0,BOM-MAA,VALID
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,227.0,False,227.0,BOM-HYD,VALID
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,00:35:00,35.0,False,35.0,HYD-MAA,VALID
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,01:22:00,82.0,False,82.0,BLR-BOM,VALID
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,02:03:00,123.0,False,123.0,DEL-MAA,VALID
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,00:49:00,49.0,False,49.0,MAA-BLR,VALID
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,01:33:00,93.0,False,93.0,MAA-HYD,VALID
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,02:00:00.298000,120.0,False,120.0,BOM-BLR,VALID
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,02:50:00,170.0,False,170.0,BOM-CCU,VALID
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,00:43:00,43.0,False,43.0,DEL-HYD,VALID
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,04:15:00,255.0,False,255.0,HYD-MAA,VALID
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,02:34:00,154.0,False,154.0,MAA-BOM,VALID
6F250,UNKNOWN,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,00:33:00,33.0,False,33.0,CCU-BLR,VALID
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,03:12:00,192.0,False,192.0,BOM-CCU,VALID
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,283.0,False,283.0,CCU-BLR,VALID
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,280.0,False,280.0,CCU-BOM,VALID
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,03:59:00,239.0,False,239.0,CCU-DEL,VALID
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,02:22:00,142.0,False,142.0,HYD-MAA,VALID
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,04:37:00,277.0,False,277.0,BOM-BLR,VALID
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,04:13:00,253.0,False,253.0,DEL-BLR,VALID
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,03:44:00,224.0,False,224.0,DEL-BLR,VALID
AI009,Unknown,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,02:34:00,154.0,False,154.0,DEL-CCU,VALID
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,03:41:00,221.0,False,221.0,DEL-BLR,VALID
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,00:55:00,55.0,False,55.0,MAA-BLR,VALID
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,01:35:00,95.0,False,95.0,BOM-CCU,VALID
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,02:37:00,157.0,False,157.0,BOM-DEL,VALID
AI226,Unknown,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,02:49:00,169.0,False,169.0,BLR-HYD,VALID
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,01:24:00,84.0,False,84.0,BOM-CCU,VALID
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,02:29:00,149.0,False,149.0,BOM-CCU,VALID
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,03:13:00,193.0,False,193.0,DEL-CCU,VALID
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,04:41:00,281.0,False,281.0,CCU-BOM,VALID
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,02:36:00,156.0,False,156.0,BLR-HYD,VALID
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,05:00:00,300.0,False,300.0,DEL-CCU,VALID
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,01:58:00,118.0,False,118.0,BOM-MAA,VALID
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,03:55:00,235.0,False,235.0,BLR-BOM,VALID
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,04:51:00,291.0,False,291.0,CCU-BLR,VALID
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,04:30:00,270.0,False,270.0,BOM-CCU,VALID
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,03:22:00,202.0,False,202.0,BLR-BOM,VALID
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,03:51:00,231.0,False,231.0,DEL-BLR,VALID
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,01:44:00,104.0,False,104.0,BOM-MAA,VALID
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,01:53:00,113.0,False,113.0,HYD-DEL,VALID
6F272,Unknown,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,00:47:00,47.0,False,47.0,HYD-MAA,VALID
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,01:31:00,91.0,False,91.0,BOM-CCU,VALID
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,03:01:00,181.0,False,181.0,HYD-DEL,VALID
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,01:54:00,114.0,False,114.0,BLR-CCU,VALID
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,03:01:00,181.0,False,181.0,DEL-MAA,VALID
SJ029,UNKNOWN,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,01:27:00,87.0,False,87.0,HYD-DEL,VALID
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,03:45:00,225.0,False,225.0,CCU-DEL,VALID
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,03:27:00,207.0,False,207.0,BLR-HYD,VALID
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,01:36:00,96.0,False,96.0,MAA-BLR,VALID
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,03:20:00,200.0,False,200.0,HYD-DEL,VALID
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,01:56:00,116.0,False,116.0,HYD-BLR,VALID
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,01:07:00,67.0,False,67.0,HYD-MAA,VALID
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,04:42:00,282.0,False,282.0,BOM-CCU,VALID
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,04:09:00,249.0,False,249.0,BLR-BOM,VALID
SJ099,Unknown,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,02:20:00,140.0,False,140.0,MAA-BLR,VALID
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,01:33:00,93.0,False,93.0,BOM-CCU,VALID
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,04:18:00,258.0,False,258.0,BOM-HYD,VALID
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,00:32:00,32.0,False,32.0,CCU-DEL,VALID
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,03:50:00,230.0,False,230.0,BOM-HYD,VALID
6F260,Unknown,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,03:23:00,203.0,False,203.0,CCU-DEL,VALID
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,04:58:00,298.0,False,298.0,CCU-DEL,VALID
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,04:19:00,259.0,False,259.0,MAA-BLR,VALID
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,03:03:00,183.0,False,183.0,HYD-MAA,VALID
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,02:28:00,148.0,False,148.0,BOM-MAA,VALID
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,01:12:00,72.0,False,72.0,BOM-CCU,VALID
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,02:45:00,165.0,False,165.0,BLR-CCU,VALID
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,01:15:00,75.0,False,75.0,MAA-BLR,VALID
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,04:26:00,266.0,False,266.0,BOM-CCU,VALID
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,136.0,False,136.0,HYD-DEL,VALID
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,136.0,False,136.0,HYD-DEL,VALID
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,00:33:00,33.0,False,33.0,BOM-MAA,VALID
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,02:47:00,167.0,False,167.0,CCU-BLR,VALID
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,03:36:00,216.0,False,216.0,MAA-DEL,VALID
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,04:38:00,278.0,False,278.0,DEL-CCU,VALID
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,02:58:00,178.0,False,178.0,BLR-BOM,VALID
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,03:30:00,210.0,False,210.0,DEL-HYD,VALID
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,03:00:00,180.0,False,180.0,CCU-DEL,VALID
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,02:07:00,127.0,False,127.0,CCU-BOM,VALID
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,03:30:00,210.0,False,210.0,HYD-BLR,VALID
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,04:13:00,253.0,False,253.0,DEL-CCU,VALID
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,01:47:00,107.0,False,107.0,CCU-DEL,VALID
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,02:07:00,127.0,False,127.0,HYD-BLR,VALID
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,02:19:00,139.0,False,139.0,DEL-HYD,VALID
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,187.0,False,187.0,HYD-BOM,VALID
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,187.0,False,187.0,HYD-BOM,VALID
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,03:15:00,195.0,False,195.0,BOM-CCU,VALID
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,04:17:00,257.0,False,257.0,BOM-CCU,VALID
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,03:03:00,183.0,False,183.0,BOM-MAA,VALID
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,01:09:00,69.0,False,69.0,CCU-HYD,VALID
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,03:33:00,213.0,False,213.0,DEL-MAA,VALID
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,02:43:00,163.0,False,163.0,MAA-BLR,VALID
6F271,Unknown,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,03:19:00,199.0,False,199.0,HYD-MAA,VALID
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,01:53:00,113.0,False,113.0,MAA-CCU,VALID
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,00:59:00,59.0,False,59.0,HYD-MAA,VALID
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,02:14:00,134.0,False,134.0,DEL-HYD,VALID
SJ192,SpiceJet,HYD,BOM,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,1899-12-29 05:00:00,,True,300.0,HYD-BOM,VALID
AI097,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,04:52:00,292.0,False,292.0,HYD-MAA,VALID
6F256,Unknown,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,00:33:00,33.0,False,33.0,BOM-CCU,VALID
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,04:05:00,245.0,False,245.0,BLR-HYD,VALID
AI024,Air India,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,01:07:00,67.0,False,67.0,MAA-BOM,VALID
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,04:24:00,264.0,False,264.0,CCU-DEL,VALID
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,04:36:00,276.0,False,276.0,DEL-HYD,VALID
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,01:01:00,61.0,False,61.0,DEL-HYD,VALID
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,04:46:00,286.0,False,286.0,MAA-HYD,VALID
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,00:59:00,59.0,False,59.0,HYD-MAA,VALID
6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,04:01:00,241.0,False,241.0,HYD-BOM,VALID
AI122,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,04:11:00,251.0,False,251.0,BOM-CCU,VALID
AI139,Air India,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,01:01:00,61.0,False,61.0,HYD-MAA,VALID
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,04:46:00,286.0,False,286.0,MAA-DEL,VALID
